ReadingID,StationName,DateTime,RoadSurfaceTemperature,AirTemperature
981,SpokaneSwingBridge,2019-09-17T02:44:00.000,58.42,61.88
982,SpokaneSwingBridge,2019-09-17T02:45:00.000,58.41,61.92
983,SpokaneSwingBridge,2019-09-17T02:46:00.000,58.41,62.02
984,SpokaneSwingBridge,2019-09-17T02:47:00.000,58.41,62.11
985,SpokaneSwingBridge,2019-09-17T02:48:00.000,58.4,61.99
986,SpokaneSwingBridge,2019-09-17T02:49:00.000,58.4,62.13
987,SpokaneSwingBridge,2019-09-17T02:50:00.000,58.4,62.13
988,HarborAveUpperNorthBridge,2019-09-17T02:46:00.000,59.88,57.73
989,HarborAveUpperNorthBridge,2019-09-17T02:47:00.000,59.87,57.71
990,HarborAveUpperNorthBridge,2019-09-17T02:48:00.000,59.86,57.69
991,HarborAveUpperNorthBridge,2019-09-17T02:49:00.000,59.84,57.67
992,HarborAveUpperNorthBridge,2019-09-17T02:50:00.000,59.84,57.62
993,HarborAveUpperNorthBridge,2019-09-17T02:51:00.000,59.82,57.56
994,HarborAveUpperNorthBridge,2019-09-17T02:52:00.000,59.81,57.53
995,HarborAveUpperNorthBridge,2019-09-17T02:53:00.000,59.8,57.5
996,35thAveSW_SWMyrtleSt,2019-09-18T02:19:00.000,62.11,62.11
997,HarborAveUpperNorthBridge,2019-09-17T02:54:00.000,59.79,57.49
998,HarborAveUpperNorthBridge,2019-09-17T02:55:00.000,59.78,57.46
999,HarborAveUpperNorthBridge,2019-09-17T02:56:00.000,59.77,57.41
1000,HarborAveUpperNorthBridge,2019-09-17T02:57:00.000,59.75,57.37
1001,HarborAveUpperNorthBridge,2019-09-17T02:58:00.000,59.75,57.34
1002,HarborAveUpperNorthBridge,2019-09-17T02:59:00.000,59.73,57.36
1003,HarborAveUpperNorthBridge,2019-09-17T03:00:00.000,59.71,57.36
1004,AuroraBridge,2019-09-17T02:46:00.000,63.92,57.95
1005,AuroraBridge,2019-09-17T02:47:00.000,63.92,57.89
1006,AuroraBridge,2019-09-17T02:48:00.000,63.92,57.87
1007,AuroraBridge,2019-09-17T02:49:00.000,63.9,57.84
1008,AuroraBridge,2019-09-17T02:50:00.000,63.89,57.88
1009,AuroraBridge,2019-09-17T02:51:00.000,63.88,57.85
1010,AuroraBridge,2019-09-17T02:52:00.000,63.88,57.85
1011,AuroraBridge,2019-09-17T02:53:00.000,63.88,57.88
1012,RooseveltWay_NE80thSt,2019-09-18T15:20:00.000,70.38,70.38
1013,AuroraBridge,2019-09-17T02:54:00.000,63.87,57.83
1014,HarborAveUpperNorthBridge,2019-09-17T02:40:00.000,59.94,57.6
1015,35thAveSW_SWMyrtleSt,2019-09-18T02:20:00.000,62.11,62.11
1016,SpokaneSwingBridge,2019-09-18T02:06:00.000,57.44,61.78
1017,SpokaneSwingBridge,2019-09-18T02:07:00.000,57.43,61.77
1018,SpokaneSwingBridge,2019-09-18T02:08:00.000,57.42,61.76
1019,SpokaneSwingBridge,2019-09-18T02:09:00.000,57.41,61.74
1020,SpokaneSwingBridge,2019-09-18T02:10:00.000,57.4,61.75
1021,SpokaneSwingBridge,2019-09-18T02:11:00.000,57.4,61.69
1022,SpokaneSwingBridge,2019-09-18T02:12:00.000,57.4,61.7
1023,SpokaneSwingBridge,2019-09-18T02:13:00.000,57.4,61.69
1024,SpokaneSwingBridge,2019-09-18T02:14:00.000,57.4,61.7
1025,SpokaneSwingBridge,2019-09-18T02:15:00.000,57.4,61.72
1026,SpokaneSwingBridge,2019-09-18T02:16:00.000,57.38,61.8
1027,SpokaneSwingBridge,2019-09-18T02:17:00.000,57.38,61.77
1028,SpokaneSwingBridge,2019-09-18T02:18:00.000,57.38,61.87
1029,SpokaneSwingBridge,2019-09-18T02:19:00.000,57.37,61.89
1030,SpokaneSwingBridge,2019-09-18T02:20:00.000,57.36,61.88
1031,AlbroPlaceAirportWay,2019-09-18T02:16:00.000,23.9,27.72
1032,AlbroPlaceAirportWay,2019-09-18T02:17:00.000,23.9,27.73
1033,AlbroPlaceAirportWay,2019-09-18T02:18:00.000,23.91,27.74
1034,AlbroPlaceAirportWay,2019-09-18T02:19:00.000,23.92,27.76
1035,AlbroPlaceAirportWay,2019-09-18T02:20:00.000,23.92,27.76
1036,AlbroPlaceAirportWay,2019-09-18T02:21:00.000,23.92,27.74
1037,AlbroPlaceAirportWay,2019-09-18T02:22:00.000,23.92,27.74
1038,AlbroPlaceAirportWay,2019-09-18T02:23:00.000,23.92,27.75
1039,AlbroPlaceAirportWay,2019-09-18T02:24:00.000,23.92,27.76
1040,AlbroPlaceAirportWay,2019-09-18T02:25:00.000,23.93,27.76
1041,AlbroPlaceAirportWay,2019-09-18T02:26:00.000,23.94,27.76
1042,AlbroPlaceAirportWay,2019-09-18T02:27:00.000,23.94,27.76
1043,AlbroPlaceAirportWay,2019-09-18T02:28:00.000,23.95,27.73
1044,AlbroPlaceAirportWay,2019-09-18T02:29:00.000,23.96,27.72
1045,AlbroPlaceAirportWay,2019-09-18T02:30:00.000,23.96,27.71
1046,NE45StViaduct,2019-09-18T02:16:00.000,56.91,56.5
1047,NE45StViaduct,2019-09-18T02:17:00.000,56.91,56.53
1048,NE45StViaduct,2019-09-18T02:18:00.000,56.9,56.56
1049,NE45StViaduct,2019-09-18T02:19:00.000,56.9,56.58
1050,NE45StViaduct,2019-09-18T02:20:00.000,56.9,56.6
1051,NE45StViaduct,2019-09-18T02:21:00.000,56.89,56.61
1052,NE45StViaduct,2019-09-18T02:22:00.000,56.89,56.63
1053,NE45StViaduct,2019-09-18T02:23:00.000,56.88,56.64
1054,NE45StViaduct,2019-09-18T02:24:00.000,56.88,56.6
1055,NE45StViaduct,2019-09-18T02:25:00.000,56.88,56.52
1056,NE45StViaduct,2019-09-18T02:26:00.000,56.88,56.45
1057,NE45StViaduct,2019-09-18T02:27:00.000,56.88,56.38
1058,NE45StViaduct,2019-09-18T02:28:00.000,56.87,56.32
1059,NE45StViaduct,2019-09-18T02:29:00.000,56.87,56.25
1060,NE45StViaduct,2019-09-18T02:30:00.000,56.86,56.22
1061,AuroraBridge,2019-09-18T02:16:00.000,60.04,55.73
1062,AuroraBridge,2019-09-18T02:17:00.000,60.04,55.69
1063,AuroraBridge,2019-09-18T02:18:00.000,60.04,55.69
1064,AuroraBridge,2019-09-18T02:19:00.000,60.04,55.71
1065,AuroraBridge,2019-09-18T02:20:00.000,60.04,55.69
1066,AuroraBridge,2019-09-18T02:21:00.000,60.04,55.66
1067,AuroraBridge,2019-09-18T02:22:00.000,60.04,55.63
1068,AuroraBridge,2019-09-18T02:23:00.000,60.04,55.62
1069,AuroraBridge,2019-09-18T02:24:00.000,60.04,55.63
1070,AuroraBridge,2019-09-18T02:25:00.000,60.04,55.68
1071,AuroraBridge,2019-09-18T02:26:00.000,60.04,55.67
1072,AuroraBridge,2019-09-18T02:27:00.000,60.04,55.65
1073,AuroraBridge,2019-09-18T02:28:00.000,60.04,55.63
1074,AuroraBridge,2019-09-18T02:29:00.000,60.03,55.62
1075,AuroraBridge,2019-09-18T02:30:00.000,60.03,55.63
1076,MagnoliaBridge,2019-09-18T02:16:00.000,56.2,55.77
1077,MagnoliaBridge,2019-09-18T02:17:00.000,56.19,55.77
1078,MagnoliaBridge,2019-09-18T02:18:00.000,56.17,55.77
1079,MagnoliaBridge,2019-09-18T02:19:00.000,56.15,55.77
1080,MagnoliaBridge,2019-09-18T02:20:00.000,56.15,55.76
1081,MagnoliaBridge,2019-09-18T02:21:00.000,56.15,55.77
1082,MagnoliaBridge,2019-09-18T02:22:00.000,56.14,55.8
1083,MagnoliaBridge,2019-09-18T02:23:00.000,56.12,55.81
1084,MagnoliaBridge,2019-09-18T02:24:00.000,56.11,55.8
1085,MagnoliaBridge,2019-09-18T02:25:00.000,56.11,55.77
1086,MagnoliaBridge,2019-09-18T02:26:00.000,56.11,55.79
1087,MagnoliaBridge,2019-09-18T02:27:00.000,56.09,55.78
1088,MagnoliaBridge,2019-09-18T02:28:00.000,56.07,55.77
1089,MagnoliaBridge,2019-09-18T02:29:00.000,56.07,55.77
1090,MagnoliaBridge,2019-09-18T02:30:00.000,56.04,55.77
1091,SpokaneSwingBridge,2019-09-18T02:16:00.000,57.38,61.8
1092,SpokaneSwingBridge,2019-09-18T02:17:00.000,57.38,61.77
1093,SpokaneSwingBridge,2019-09-18T02:18:00.000,57.38,61.87
1094,SpokaneSwingBridge,2019-09-18T02:19:00.000,57.37,61.89
1095,SpokaneSwingBridge,2019-09-18T02:20:00.000,57.36,61.88
1096,SpokaneSwingBridge,2019-09-18T02:21:00.000,57.36,61.96
1097,SpokaneSwingBridge,2019-09-18T02:22:00.000,57.36,61.93
1098,SpokaneSwingBridge,2019-09-18T02:23:00.000,57.36,61.88
1099,SpokaneSwingBridge,2019-09-18T02:24:00.000,57.35,61.9
1100,SpokaneSwingBridge,2019-09-18T02:25:00.000,57.34,61.8
1101,SpokaneSwingBridge,2019-09-18T02:26:00.000,57.33,61.77
1102,SpokaneSwingBridge,2019-09-18T02:27:00.000,57.33,61.76
1103,SpokaneSwingBridge,2019-09-18T02:28:00.000,57.32,61.79
1104,SpokaneSwingBridge,2019-09-18T02:29:00.000,57.32,61.78
1105,SpokaneSwingBridge,2019-09-18T02:30:00.000,57.32,61.87
1106,RooseveltWay_NE80thSt,2020-05-26T17:46:00.000,69.13,69.13
1107,RooseveltWay_NE80thSt,2020-05-26T17:47:00.000,69.09,69.09
1108,RooseveltWay_NE80thSt,2020-05-26T17:48:00.000,69.06,69.06
1109,RooseveltWay_NE80thSt,2020-05-26T17:49:00.000,69.03,69.03
1110,RooseveltWay_NE80thSt,2020-05-26T17:50:00.000,68.99,68.99
1111,RooseveltWay_NE80thSt,2020-05-26T17:51:00.000,68.95,68.95
1112,RooseveltWay_NE80thSt,2020-05-26T17:52:00.000,68.92,68.92
1113,RooseveltWay_NE80thSt,2020-05-26T17:53:00.000,68.88,68.88
1114,RooseveltWay_NE80thSt,2020-05-26T17:54:00.000,68.85,68.85
1115,RooseveltWay_NE80thSt,2020-05-26T17:55:00.000,68.82,68.82
1116,RooseveltWay_NE80thSt,2020-05-26T17:56:00.000,68.77,68.77
1117,RooseveltWay_NE80thSt,2020-05-26T17:57:00.000,68.73,68.73
1118,AlbroPlaceAirportWay,2019-09-17T02:37:00.000,18.94,27.12
1119,AlbroPlaceAirportWay,2019-09-17T02:38:00.000,18.96,27.13
1120,AlbroPlaceAirportWay,2019-09-17T02:39:00.000,18.96,27.13
1121,AlbroPlaceAirportWay,2019-09-17T02:40:00.000,18.96,27.09
1122,AlbroPlaceAirportWay,2019-09-17T02:41:00.000,18.98,27.08
1123,AlbroPlaceAirportWay,2019-09-17T02:42:00.000,18.99,27.08
1124,AlbroPlaceAirportWay,2019-09-17T02:43:00.000,19.0,27.09
1125,AlbroPlaceAirportWay,2019-09-17T02:44:00.000,19.0,27.09
1126,AlbroPlaceAirportWay,2019-09-17T02:45:00.000,19.01,27.08
1127,AlbroPlaceAirportWay,2019-09-17T02:46:00.000,19.03,27.08
1128,AlbroPlaceAirportWay,2019-09-17T02:47:00.000,19.05,27.08
1129,AlbroPlaceAirportWay,2019-09-17T02:48:00.000,19.05,27.08
1130,AlbroPlaceAirportWay,2019-09-17T02:49:00.000,19.05,27.09
1131,AlbroPlaceAirportWay,2019-09-17T02:50:00.000,19.05,27.1
1132,35thAveSW_SWMyrtleSt,2019-09-17T02:46:00.000,63.73,63.73
1133,35thAveSW_SWMyrtleSt,2019-09-17T02:47:00.000,63.73,63.73
1134,35thAveSW_SWMyrtleSt,2019-09-17T02:48:00.000,63.73,63.73
1135,35thAveSW_SWMyrtleSt,2019-09-17T02:49:00.000,63.73,63.73
1136,35thAveSW_SWMyrtleSt,2019-09-17T02:50:00.000,63.73,63.73
1137,35thAveSW_SWMyrtleSt,2019-09-17T02:51:00.000,63.73,63.73
1138,35thAveSW_SWMyrtleSt,2019-09-17T02:52:00.000,63.72,63.72
1139,35thAveSW_SWMyrtleSt,2019-09-17T02:53:00.000,63.72,63.72
1140,35thAveSW_SWMyrtleSt,2019-09-17T02:54:00.000,63.72,63.72
1141,35thAveSW_SWMyrtleSt,2019-09-17T02:55:00.000,63.72,63.72
1142,35thAveSW_SWMyrtleSt,2019-09-17T02:56:00.000,63.71,63.71
1143,35thAveSW_SWMyrtleSt,2019-09-17T02:57:00.000,63.69,63.69
1144,35thAveSW_SWMyrtleSt,2019-09-17T02:58:00.000,63.69,63.69
1145,35thAveSW_SWMyrtleSt,2019-09-17T02:59:00.000,63.68,63.68
1146,35thAveSW_SWMyrtleSt,2019-09-17T03:00:00.000,63.68,63.68
1147,35thAveSW_SWMyrtleSt,2019-09-17T02:56:00.000,63.71,63.71
1148,35thAveSW_SWMyrtleSt,2019-09-17T02:57:00.000,63.69,63.69
1149,35thAveSW_SWMyrtleSt,2019-09-17T02:58:00.000,63.69,63.69
1150,35thAveSW_SWMyrtleSt,2019-09-17T02:59:00.000,63.68,63.68
1151,35thAveSW_SWMyrtleSt,2019-09-17T03:00:00.000,63.68,63.68
1152,35thAveSW_SWMyrtleSt,2019-09-17T03:01:00.000,63.68,63.68
1153,35thAveSW_SWMyrtleSt,2019-09-17T03:02:00.000,63.68,63.68
1154,35thAveSW_SWMyrtleSt,2019-09-17T03:03:00.000,63.68,63.68
1155,35thAveSW_SWMyrtleSt,2019-09-17T03:04:00.000,63.68,63.68
1156,35thAveSW_SWMyrtleSt,2019-09-17T03:05:00.000,63.67,63.67
1157,35thAveSW_SWMyrtleSt,2019-09-17T03:06:00.000,63.67,63.67
1158,35thAveSW_SWMyrtleSt,2019-09-17T03:07:00.000,63.66,63.66
1159,35thAveSW_SWMyrtleSt,2019-09-17T03:08:00.000,63.65,63.65
1160,35thAveSW_SWMyrtleSt,2019-09-17T03:09:00.000,63.65,63.65
1161,35thAveSW_SWMyrtleSt,2019-09-17T03:10:00.000,63.64,63.64
1162,AuroraBridge,2019-09-17T02:56:00.000,63.84,57.81
1163,AuroraBridge,2019-09-17T02:57:00.000,63.83,57.83
1164,AuroraBridge,2019-09-17T02:58:00.000,63.83,57.78
1165,AuroraBridge,2019-09-17T02:59:00.000,63.83,57.78
1166,AuroraBridge,2019-09-17T03:00:00.000,63.83,57.74
1167,AuroraBridge,2019-09-17T03:01:00.000,63.82,57.7
1168,AuroraBridge,2019-09-17T03:02:00.000,63.81,57.7
1169,AuroraBridge,2019-09-17T03:03:00.000,63.79,57.66
1170,AuroraBridge,2019-09-17T03:04:00.000,63.78,57.66
1171,AuroraBridge,2019-09-17T03:05:00.000,63.78,57.69
1172,AuroraBridge,2019-09-17T03:06:00.000,63.78,57.62
1173,AuroraBridge,2019-09-17T03:07:00.000,63.78,57.62
1174,AuroraBridge,2019-09-17T03:08:00.000,63.76,57.67
1175,AuroraBridge,2019-09-17T03:09:00.000,63.74,57.68
1176,AuroraBridge,2019-09-17T03:10:00.000,63.74,57.65
1177,MagnoliaBridge,2019-09-17T02:56:00.000,60.15,57.42
1178,MagnoliaBridge,2019-09-17T02:57:00.000,60.13,57.42
1179,MagnoliaBridge,2019-09-17T02:58:00.000,60.11,57.43
1180,MagnoliaBridge,2019-09-17T02:59:00.000,60.11,57.43
1181,MagnoliaBridge,2019-09-17T03:00:00.000,60.11,57.43
1182,MagnoliaBridge,2019-09-17T03:01:00.000,60.1,57.47
1183,RooseveltWay_NE80thSt,2019-09-18T02:31:00.000,57.59,57.59
1184,MagnoliaBridge,2019-09-17T03:02:00.000,60.07,57.47
1185,MagnoliaBridge,2019-09-17T03:03:00.000,60.07,57.47
1186,MagnoliaBridge,2019-09-17T03:04:00.000,60.07,57.46
1187,MagnoliaBridge,2019-09-17T03:05:00.000,60.05,57.47
1188,MagnoliaBridge,2019-09-17T03:06:00.000,60.03,57.49
1189,MagnoliaBridge,2019-09-17T03:07:00.000,60.02,57.52
1190,MagnoliaBridge,2019-09-17T03:08:00.000,60.02,57.52
1191,MagnoliaBridge,2019-09-17T03:09:00.000,60.03,57.54
1192,MagnoliaBridge,2019-09-17T03:10:00.000,60.02,57.61
1193,NE45StViaduct,2019-09-17T02:56:00.000,62.35,58.87
1194,NE45StViaduct,2019-09-17T02:57:00.000,62.34,58.88
1195,NE45StViaduct,2019-09-17T02:58:00.000,62.34,58.88
1196,NE45StViaduct,2019-09-17T02:59:00.000,62.32,58.92
1197,NE45StViaduct,2019-09-17T03:00:00.000,62.32,58.95
1198,NE45StViaduct,2020-05-26T17:28:00.000,80.4,65.54
1199,NE45StViaduct,2019-09-17T03:01:00.000,62.31,58.97
1200,NE45StViaduct,2019-09-17T03:02:00.000,62.3,58.94
1201,NE45StViaduct,2019-09-17T03:03:00.000,62.29,58.92
1202,NE45StViaduct,2019-09-17T03:04:00.000,62.28,58.92
1203,NE45StViaduct,2019-09-17T03:05:00.000,62.27,58.92
1204,NE45StViaduct,2019-09-17T03:06:00.000,62.26,58.92
1205,NE45StViaduct,2019-09-17T03:07:00.000,62.25,58.88
1206,NE45StViaduct,2019-09-17T03:08:00.000,62.24,58.88
1207,NE45StViaduct,2019-09-17T03:09:00.000,62.23,58.86
1208,NE45StViaduct,2019-09-17T03:10:00.000,62.21,58.83
1209,35thAveSW_SWMyrtleSt,2019-09-17T03:06:00.000,63.67,63.67
1210,35thAveSW_SWMyrtleSt,2019-09-17T03:07:00.000,63.66,63.66
1211,35thAveSW_SWMyrtleSt,2019-09-17T03:08:00.000,63.65,63.65
1212,35thAveSW_SWMyrtleSt,2019-09-17T03:09:00.000,63.65,63.65
1213,NE45StViaduct,2020-05-26T17:29:00.000,80.5,65.52
1214,35thAveSW_SWMyrtleSt,2019-09-17T03:10:00.000,63.64,63.64
1215,35thAveSW_SWMyrtleSt,2019-09-17T03:11:00.000,63.63,63.63
1216,35thAveSW_SWMyrtleSt,2019-09-17T03:12:00.000,63.63,63.63
1217,35thAveSW_SWMyrtleSt,2019-09-17T03:13:00.000,63.63,63.63
1218,35thAveSW_SWMyrtleSt,2019-09-17T03:14:00.000,63.63,63.63
1219,35thAveSW_SWMyrtleSt,2019-09-17T03:15:00.000,63.62,63.62
1220,35thAveSW_SWMyrtleSt,2019-09-17T03:16:00.000,63.61,63.61
1221,RooseveltWay_NE80thSt,2019-09-17T20:05:00.000,59.86,59.86
1222,RooseveltWay_NE80thSt,2019-09-17T20:06:00.000,59.85,59.85
1223,RooseveltWay_NE80thSt,2019-09-17T20:07:00.000,59.84,59.84
1224,RooseveltWay_NE80thSt,2019-09-17T20:08:00.000,59.83,59.83
1225,RooseveltWay_NE80thSt,2019-09-17T20:09:00.000,59.82,59.82
1226,RooseveltWay_NE80thSt,2019-09-17T20:10:00.000,59.82,59.82
1227,RooseveltWay_NE80thSt,2019-09-17T20:11:00.000,59.81,59.81
1228,RooseveltWay_NE80thSt,2019-09-17T20:12:00.000,59.8,59.8
1229,RooseveltWay_NE80thSt,2019-09-17T20:13:00.000,59.79,59.79
1230,RooseveltWay_NE80thSt,2019-09-17T20:14:00.000,59.78,59.78
1231,HarborAveUpperNorthBridge,2019-09-18T02:26:00.000,56.72,55.66
1232,RooseveltWay_NE80thSt,2019-09-17T20:15:00.000,59.78,59.78
1233,RooseveltWay_NE80thSt,2019-09-17T20:16:00.000,59.77,59.77
1234,RooseveltWay_NE80thSt,2019-09-17T20:17:00.000,59.76,59.76
1235,RooseveltWay_NE80thSt,2019-09-17T20:18:00.000,59.76,59.76
1236,HarborAveUpperNorthBridge,2019-09-18T02:27:00.000,56.71,55.69
1237,HarborAveUpperNorthBridge,2019-09-18T02:28:00.000,56.7,55.76
1238,HarborAveUpperNorthBridge,2019-09-18T02:29:00.000,56.69,55.81
1239,HarborAveUpperNorthBridge,2019-09-18T02:30:00.000,56.69,55.83
1240,HarborAveUpperNorthBridge,2019-09-18T02:31:00.000,56.68,55.85
1241,HarborAveUpperNorthBridge,2019-09-18T02:32:00.000,56.67,55.88
1242,HarborAveUpperNorthBridge,2019-09-18T02:33:00.000,56.66,55.9
1243,HarborAveUpperNorthBridge,2019-09-18T02:34:00.000,56.65,55.93
1244,HarborAveUpperNorthBridge,2019-09-18T02:35:00.000,56.64,55.95
1245,HarborAveUpperNorthBridge,2019-09-18T02:36:00.000,56.64,55.93
1246,HarborAveUpperNorthBridge,2019-09-18T02:37:00.000,56.63,55.91
1247,RooseveltWay_NE80thSt,2019-09-17T20:19:00.000,59.76,59.76
1248,HarborAveUpperNorthBridge,2019-09-18T02:38:00.000,56.62,55.83
1249,HarborAveUpperNorthBridge,2019-09-18T02:39:00.000,56.6,55.83
1250,HarborAveUpperNorthBridge,2019-09-18T02:40:00.000,56.6,55.82
1251,AuroraBridge,2019-09-18T02:26:00.000,60.04,55.67
1252,AuroraBridge,2019-09-18T02:27:00.000,60.04,55.65
1253,AuroraBridge,2019-09-18T02:28:00.000,60.04,55.63
1254,AuroraBridge,2019-09-18T02:29:00.000,60.03,55.62
1255,AuroraBridge,2019-09-18T02:30:00.000,60.03,55.63
1256,AuroraBridge,2019-09-18T02:31:00.000,60.02,55.64
1257,AuroraBridge,2019-09-18T02:32:00.000,60.01,55.62
1258,AuroraBridge,2019-09-18T02:33:00.000,60.0,55.6
1259,AuroraBridge,2019-09-18T02:34:00.000,60.0,55.6
1260,AuroraBridge,2019-09-18T02:35:00.000,59.99,55.61
1261,AuroraBridge,2019-09-18T02:36:00.000,60.0,55.68
1262,AuroraBridge,2019-09-18T02:37:00.000,60.0,55.68
1263,AuroraBridge,2019-09-18T02:38:00.000,60.0,55.65
1264,AuroraBridge,2019-09-18T02:39:00.000,59.99,55.63
1265,AuroraBridge,2019-09-18T02:40:00.000,59.99,55.62
1266,NE45StViaduct,2019-09-18T02:26:00.000,56.88,56.45
1267,NE45StViaduct,2019-09-18T02:27:00.000,56.88,56.38
1268,NE45StViaduct,2019-09-18T02:28:00.000,56.87,56.32
1269,NE45StViaduct,2019-09-18T02:29:00.000,56.87,56.25
1270,NE45StViaduct,2019-09-18T02:30:00.000,56.86,56.22
1271,NE45StViaduct,2019-09-18T02:31:00.000,56.86,56.26
1272,NE45StViaduct,2019-09-18T02:32:00.000,56.86,56.3
1273,NE45StViaduct,2019-09-18T02:33:00.000,56.85,56.34
1274,NE45StViaduct,2019-09-18T02:34:00.000,56.84,56.34
1275,NE45StViaduct,2019-09-18T02:35:00.000,56.84,56.3
1276,NE45StViaduct,2019-09-18T02:36:00.000,56.84,56.29
1277,NE45StViaduct,2019-09-18T02:37:00.000,56.83,56.3
1278,NE45StViaduct,2019-09-18T02:38:00.000,56.82,56.3
1279,NE45StViaduct,2019-09-18T02:39:00.000,56.81,56.32
1280,NE45StViaduct,2019-09-18T02:40:00.000,56.81,56.35
1281,SpokaneSwingBridge,2019-09-18T02:26:00.000,57.33,61.77
1282,SpokaneSwingBridge,2019-09-18T02:27:00.000,57.33,61.76
1283,SpokaneSwingBridge,2019-09-18T02:28:00.000,57.32,61.79
1284,SpokaneSwingBridge,2019-09-18T02:29:00.000,57.32,61.78
1285,SpokaneSwingBridge,2019-09-18T02:30:00.000,57.32,61.87
1286,SpokaneSwingBridge,2019-09-18T02:31:00.000,57.32,61.83
1287,SpokaneSwingBridge,2019-09-18T02:32:00.000,57.32,61.8
1288,SpokaneSwingBridge,2019-09-18T02:33:00.000,57.31,61.77
1289,SpokaneSwingBridge,2019-09-18T02:34:00.000,57.31,61.71
1290,SpokaneSwingBridge,2019-09-18T02:35:00.000,57.29,61.71
1291,SpokaneSwingBridge,2019-09-18T02:36:00.000,57.28,61.76
1292,SpokaneSwingBridge,2019-09-18T02:37:00.000,57.27,61.81
1293,SpokaneSwingBridge,2019-09-18T02:38:00.000,57.27,61.8
1294,SpokaneSwingBridge,2019-09-18T02:39:00.000,57.26,61.77
1295,SpokaneSwingBridge,2019-09-18T02:40:00.000,57.25,61.75
1296,35thAveSW_SWMyrtleSt,2019-09-18T02:36:00.000,62.16,62.16
1297,35thAveSW_SWMyrtleSt,2019-09-18T02:37:00.000,62.13,62.13
1298,35thAveSW_SWMyrtleSt,2019-09-18T02:38:00.000,62.12,62.12
1299,35thAveSW_SWMyrtleSt,2019-09-18T02:39:00.000,62.12,62.12
1300,35thAveSW_SWMyrtleSt,2019-09-18T02:40:00.000,62.13,62.13
1301,35thAveSW_SWMyrtleSt,2019-09-18T02:41:00.000,62.13,62.13
1302,35thAveSW_SWMyrtleSt,2019-09-18T02:42:00.000,62.13,62.13
1303,35thAveSW_SWMyrtleSt,2019-09-18T02:43:00.000,62.12,62.12
1304,35thAveSW_SWMyrtleSt,2019-09-18T02:44:00.000,62.11,62.11
1305,35thAveSW_SWMyrtleSt,2019-09-18T02:45:00.000,62.11,62.11
1306,35thAveSW_SWMyrtleSt,2019-09-18T02:46:00.000,62.11,62.11
1307,35thAveSW_SWMyrtleSt,2019-09-18T02:47:00.000,62.12,62.12
1308,35thAveSW_SWMyrtleSt,2019-09-18T02:48:00.000,62.12,62.12
1309,35thAveSW_SWMyrtleSt,2019-09-18T02:49:00.000,62.11,62.11
1310,35thAveSW_SWMyrtleSt,2019-09-18T02:50:00.000,62.12,62.12
1311,AuroraBridge,2020-05-26T17:37:00.000,68.17,64.54
1312,AuroraBridge,2020-05-26T17:38:00.000,68.16,64.54
1313,AuroraBridge,2020-05-26T17:39:00.000,68.16,64.5
1314,AuroraBridge,2020-05-26T17:40:00.000,68.15,64.56
1315,MagnoliaBridge,2020-05-26T17:26:00.000,87.2,67.61
1316,MagnoliaBridge,2020-05-26T17:27:00.000,87.2,67.59
1317,MagnoliaBridge,2020-05-26T17:28:00.000,87.1,67.18
1318,MagnoliaBridge,2020-05-26T17:29:00.000,87.1,66.79
1319,MagnoliaBridge,2020-05-26T17:30:00.000,87.0,66.58
1320,MagnoliaBridge,2020-05-26T17:31:00.000,86.9,66.35
1321,MagnoliaBridge,2020-05-26T17:32:00.000,86.9,66.14
1322,MagnoliaBridge,2020-05-26T17:33:00.000,86.8,66.23
1323,RooseveltWay_NE80thSt,2019-09-18T02:32:00.000,57.58,57.58
1324,RooseveltWay_NE80thSt,2019-09-18T02:33:00.000,57.58,57.58
1325,RooseveltWay_NE80thSt,2019-09-18T02:34:00.000,57.59,57.59
1326,RooseveltWay_NE80thSt,2019-09-18T02:35:00.000,57.58,57.58
1327,RooseveltWay_NE80thSt,2019-09-18T02:36:00.000,57.57,57.57
1328,RooseveltWay_NE80thSt,2019-09-18T02:37:00.000,57.57,57.57
1329,RooseveltWay_NE80thSt,2019-09-18T02:38:00.000,57.57,57.57
1330,RooseveltWay_NE80thSt,2019-09-18T02:39:00.000,57.56,57.56
1331,RooseveltWay_NE80thSt,2019-09-18T02:40:00.000,57.55,57.55
1332,HarborAveUpperNorthBridge,2019-09-18T02:36:00.000,56.64,55.93
1333,HarborAveUpperNorthBridge,2019-09-18T02:37:00.000,56.63,55.91
1334,HarborAveUpperNorthBridge,2019-09-18T02:38:00.000,56.62,55.83
1335,HarborAveUpperNorthBridge,2019-09-18T02:39:00.000,56.6,55.83
1336,HarborAveUpperNorthBridge,2019-09-17T02:41:00.000,59.93,57.63
1337,HarborAveUpperNorthBridge,2019-09-18T02:40:00.000,56.6,55.82
1338,HarborAveUpperNorthBridge,2019-09-18T02:41:00.000,56.59,55.81
1339,HarborAveUpperNorthBridge,2019-09-18T02:42:00.000,56.58,55.75
1340,HarborAveUpperNorthBridge,2019-09-18T02:43:00.000,56.57,55.72
1341,HarborAveUpperNorthBridge,2019-09-18T02:44:00.000,56.56,55.69
1342,HarborAveUpperNorthBridge,2019-09-18T02:45:00.000,56.55,55.64
1343,HarborAveUpperNorthBridge,2019-09-18T02:46:00.000,56.54,55.66
1344,HarborAveUpperNorthBridge,2019-09-18T02:47:00.000,56.53,55.69
